"Name","API Name","Instance Memory","Compute Units (ECU)","vCPUs","GiB of Memory per vCPU","GPUs","GPU model","GPU memory","CUDA Compute Capability","FPGAs","ECU per vCPU","Physical Processor","Clock Speed(GHz)","Intel AVX","Intel AVX2","Intel AVX-512","Intel Turbo","Instance Storage","Instance Storage: already warmed-up","Instance Storage: SSD TRIM Support","Arch","Network Performance","EBS Optimized: Baseline Bandwidth","EBS Optimized: Baseline Throughput (128K)","EBS Optimized: Baseline IOPS (16K)","EBS Optimized: Max Bandwidth","EBS Optimized: Max Throughput (128K)","EBS Optimized: Max IOPS (16K)","EBS Exposed as NVMe","Max IPs","Max ENIs","Enhanced Networking","VPC Only","IPv6 Support","Placement Group Support","Linux Virtualization","On EMR","Availability Zones","On Demand","Linux Reserved cost","Linux Spot Minimum cost","Linux Spot Maximum cost","RHEL On Demand cost","RHEL Reserved cost","RHEL Spot Minimum cost","RHEL Spot Maximum cost","SLES On Demand cost","SLES Reserved cost","SLES Spot Minimum cost","SLES Spot Maximum cost","Windows On Demand cost","Windows Reserved cost","Windows Spot Minimum cost","Windows Spot Maximum cost","Dedicate Host On Demand","Dedicated Host Reserved","Windows SQL Web On Demand cost","Windows SQL Web Reserved cost","Windows SQL Std On Demand cost","Windows SQL Std Reserved cost","Windows SQL Ent On Demand cost","Windows SQL Ent Reserved cost","Linux SQL Web On Demand cost","Linux SQL Web Reserved cost","Linux SQL Std On Demand cost","Linux SQL Std Reserved cost","Linux SQL Ent On Demand cost","Linux SQL Ent Reserved cost","EBS Optimized surcharge","EMR cost","Generation"
"Z1D Metal","z1d.metal","384.0 GiB","271 units","48 vCPUs","8.00 GiB/vCPU","0","None","0 GiB","0","0","5.646 units","Intel Xeon Platinum 8151","4 GHz","Yes","Yes","Yes","Yes","1800 GB                 (2 * 900 GB NVMe SSD)","Yes","No","64-bit","25 Gigabit","19000.0 Mbps","2375.0 MB/s","80000.0 IOPS","19000.0 Mbps","2375.0 MB/s","80000.0 IOPS","Yes","750","15","Yes","Yes","Yes","Yes","HVM","No","use1-az1, use1-az2, use1-az4, use1-az5, use1-az6","$4.4640 hourly","$2.8120 hourly","$1.2431 hourly","$1.8710 hourly","$4.6290 hourly","$2.9740 hourly","$1.3731 hourly","$2.0010 hourly","$4.5890 hourly","$2.8720 hourly","$1.3681 hourly","$1.9960 hourly","$6.6720 hourly","$5.0200 hourly","$3.5192 hourly","$3.8935 hourly","$4.9100 hourly","$3.0940 hourly","$7.4830 hourly","$5.8320 hourly","$12.4320 hourly","$10.7800 hourly","$24.6720 hourly","$23.0200 hourly","$5.2750 hourly","$3.6240 hourly","$10.2240 hourly","$8.5720 hourly","$22.4640 hourly","$20.8120 hourly","0","unavailable","current"
"Z1D 12xlarge","z1d.12xlarge","384.0 GiB","235 units","48 vCPUs","8.00 GiB/vCPU","0","None","0 GiB","0","0","4.896 units","Intel Xeon Platinum 8151","4 GHz","Yes","Yes","Yes","Yes","1800 GB                 (2 * 900 GB NVMe SSD)","Yes","No","64-bit","25 Gigabit","19000.0 Mbps","2375.0 MB/s","80000.0 IOPS","19000.0 Mbps","2375.0 MB/s","80000.0 IOPS","Yes","750","15","Yes","Yes","Yes","Yes","HVM","Yes","use1-az1, use1-az2, use1-az4, use1-az5, use1-az6","$4.4640 hourly","$2.8120 hourly","$1.8967 hourly","$2.4370 hourly","$4.6290 hourly","$2.9740 hourly","$2.0267 hourly","$2.5670 hourly","$4.5890 hourly","$2.8720 hourly","$2.0217 hourly","$2.5620 hourly","$6.6720 hourly","$5.0200 hourly","$3.6296 hourly","$4.1072 hourly","$4.9100 hourly","$3.0940 hourly","$7.4830 hourly","$5.8320 hourly","$12.4320 hourly","$10.7800 hourly","$24.6720 hourly","$23.0200 hourly","$5.2750 hourly","$3.6240 hourly","$10.2240 hourly","$8.5720 hourly","$22.4640 hourly","$20.8120 hourly","0","$0.2700 hourly","current"
"G3 Graphics GPU 16xlarge","g3.16xlarge","488.0 GiB","201 units","64 vCPUs","7.62 GiB/vCPU","4","NVIDIA Tesla M60","32 GiB","5.2","0","3.141 units","Intel Xeon E5-2686 v4 (Broadwell)","2.3 GHz","Yes","Yes","unknown","Yes","EBS only","N/A","N/A","64-bit","25 Gigabit","14000.0 Mbps","1750.0 MB/s","80000.0 IOPS","14000.0 Mbps","1750.0 MB/s","80000.0 IOPS","No","750","15","Yes","Yes","Yes","Yes","HVM","Yes","use1-az2, use1-az3, use1-az4, use1-az6","$4.5600 hourly","$3.1122 hourly","$1.8529 hourly","$2.5449 hourly","$4.6900 hourly","$3.2422 hourly","$1.9829 hourly","$2.6749 hourly","$4.6600 hourly","$3.1452 hourly","$1.9529 hourly","$2.6449 hourly","$7.5040 hourly","$6.0562 hourly","$5.0995 hourly","$5.4636 hourly","$5.0160 hourly","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","0","$0.2700 hourly","current"
"M5 General Purpose 24xlarge","m5.24xlarge","384.0 GiB","337 units","96 vCPUs","4.00 GiB/vCPU","0","None","0 GiB","0","0","3.51 units","Intel Xeon Platinum 8175","3.1 GHz","Yes","Yes","Yes","Yes","EBS only","N/A","N/A","64-bit","25 Gigabit","19000.0 Mbps","2375.0 MB/s","80000.0 IOPS","19000.0 Mbps","2375.0 MB/s","80000.0 IOPS","Yes","750","15","Yes","Yes","Yes","Yes","HVM","Yes","use1-az1, use1-az2, use1-az4, use1-az5, use1-az6","$4.6080 hourly","$2.9030 hourly","$2.0694 hourly","$2.9722 hourly","$4.7730 hourly","$3.0650 hourly","$2.1994 hourly","$3.1022 hourly","$4.7080 hourly","$2.9360 hourly","$2.1694 hourly","$3.0722 hourly","$9.0240 hourly","$7.3190 hourly","$6.3592 hourly","$6.8952 hourly","$5.0690 hourly","$3.1930 hourly","$10.6460 hourly","$8.9410 hourly","$20.5440 hourly","$18.8390 hourly","$45.0240 hourly","$43.3190 hourly","$6.2300 hourly","$4.5250 hourly","$16.1280 hourly","$14.4230 hourly","$40.6080 hourly","$38.9030 hourly","0","$0.2700 hourly","current"
"M6I 24xlarge","m6i.24xlarge","384.0 GiB","0 units","96 vCPUs","4.00 GiB/vCPU","0","None","0 GiB","0","0","0 units","Intel Xeon 8375C (Ice Lake)","3.5 GHz","Yes","Yes","Yes","Yes","EBS only","N/A","N/A","64-bit","37.5 Gigabit","30000.0 Mbps","3750.0 MB/s","120000.0 IOPS","30000.0 Mbps","3750.0 MB/s","120000.0 IOPS","Yes","750","15","Yes","Yes","Yes","Yes","Unknown","Yes","use1-az1, use1-az2, use1-az4, use1-az5, use1-az6","$4.6080 hourly","$3.0482 hourly","$2.3342 hourly","$2.9953 hourly","$4.7730 hourly","$3.2102 hourly","$2.4642 hourly","$3.1253 hourly","$4.7330 hourly","$3.1082 hourly","$2.4592 hourly","$3.1203 hourly","$9.0240 hourly","$7.4642 hourly","$6.7458 hourly","$7.3710 hourly","$6.7580 hourly","$4.4710 hourly","$10.6464 hourly","$9.0866 hourly","$20.5440 hourly","$18.9842 hourly","$45.0240 hourly","$43.4642 hourly","$6.2304 hourly","$4.6706 hourly","$16.1280 hourly","$14.5682 hourly","$40.6080 hourly","$39.0482 hourly","0","$1.1520 hourly","current"
"C5 High-CPU 24xlarge","c5d.24xlarge","192.0 GiB","375 units","96 vCPUs","2.00 GiB/vCPU","0","None","0 GiB","0","0","3.906 units","Intel Xeon Platinum 8275L","3 GHz","Yes","Yes","Yes","Yes","3600 GB                 (4 * 900 GB NVMe SSD)","Yes","No","64-bit","25 Gigabit","19000.0 Mbps","2375.0 MB/s","80000.0 IOPS","19000.0 Mbps","2375.0 MB/s","80000.0 IOPS","Yes","750","15","Yes","Yes","Yes","Yes","HVM","Yes","use1-az2, use1-az4, use1-az6","$4.6080 hourly","$2.9030 hourly","$2.3948 hourly","$2.9154 hourly","$4.7730 hourly","$3.0650 hourly","$2.5248 hourly","$3.0454 hourly","$4.7080 hourly","$2.9360 hourly","$2.4948 hourly","$3.0154 hourly","$9.0240 hourly","$7.3190 hourly","$7.2696 hourly","$7.4107 hourly","$3.8020 hourly","$2.3950 hourly","$10.6460 hourly","$8.9410 hourly","$20.5440 hourly","$18.8390 hourly","$45.0240 hourly","$43.3190 hourly","$6.2300 hourly","$4.5250 hourly","$16.1280 hourly","$14.4230 hourly","$40.6080 hourly","$38.9030 hourly","0","$0.2700 hourly","current"
"M5 General Purpose Metal","m5.metal","384.0 GiB","345 units","96 vCPUs","4.00 GiB/vCPU","0","None","0 GiB","0","0","3.594 units","Intel Xeon Platinum 8175","3.1 GHz","Yes","Yes","Yes","Yes","EBS only","N/A","N/A","64-bit","25 Gigabit","19000.0 Mbps","2375.0 MB/s","80000.0 IOPS","19000.0 Mbps","2375.0 MB/s","80000.0 IOPS","Yes","750","15","Yes","Yes","Yes","Yes","HVM","No","use1-az1, use1-az2, use1-az4, use1-az5, use1-az6","$4.6080 hourly","$2.9030 hourly","$2.1233 hourly","$2.7238 hourly","$4.7380 hourly","$3.0330 hourly","$2.2533 hourly","$2.8538 hourly","$4.7080 hourly","$2.9360 hourly","$2.2233 hourly","$2.8238 hourly","$9.0240 hourly","$7.3190 hourly","$6.5382 hourly","$7.3501 hourly","$5.0690 hourly","$3.1930 hourly","$10.6460 hourly","$8.9410 hourly","$20.5440 hourly","$18.8390 hourly","$45.0240 hourly","$43.3190 hourly","$6.2300 hourly","$4.5250 hourly","$16.1280 hourly","$14.4230 hourly","$40.6080 hourly","$38.9030 hourly","0","unavailable","current"
"C5 High-CPU Metal","c5d.metal","192.0 GiB","375 units","96 vCPUs","2.00 GiB/vCPU","0","None","0 GiB","0","0","3.906 units","Intel Xeon Platinum 8275L","3 GHz","Yes","Yes","Yes","Yes","3600 GB                 (4 * 900 GB NVMe SSD)","Yes","No","64-bit","25 Gigabit","19000.0 Mbps","2375.0 MB/s","80000.0 IOPS","19000.0 Mbps","2375.0 MB/s","80000.0 IOPS","Yes","750","15","Yes","Yes","Yes","Yes","HVM","No","use1-az1, use1-az2, use1-az4, use1-az6","$4.6080 hourly","$2.9030 hourly","$1.8846 hourly","$3.0001 hourly","$4.7730 hourly","$3.0650 hourly","$2.0146 hourly","$3.1301 hourly","$4.7080 hourly","$2.9360 hourly","$1.9846 hourly","$3.1001 hourly","$9.0240 hourly","$7.3190 hourly","$6.2179 hourly","$7.3665 hourly","$3.8020 hourly","$2.3950 hourly","$10.6460 hourly","$8.9410 hourly","$20.5440 hourly","$18.8390 hourly","$45.0240 hourly","$43.3190 hourly","$6.2300 hourly","$4.5250 hourly","$16.1280 hourly","$14.4230 hourly","$40.6080 hourly","$38.9030 hourly","0","unavailable","current"
"R5D 16xlarge","r5d.16xlarge","512.0 GiB","256 units","64 vCPUs","8.00 GiB/vCPU","0","None","0 GiB","0","0","4 units","Intel Xeon Platinum 8175","3.1 GHz","Yes","Yes","Yes","Yes","2400 GB                 (4 * 600 GB NVMe SSD)","Yes","No","64-bit","20 Gigabit","13600.0 Mbps","1700.0 MB/s","60000.0 IOPS","13600.0 Mbps","1700.0 MB/s","60000.0 IOPS","Yes","750","15","Yes","Yes","Yes","Yes","HVM","Yes","use1-az1, use1-az2, use1-az4, use1-az5, use1-az6","$4.6080 hourly","$2.9030 hourly","$1.7168 hourly","$1.9489 hourly","$4.7380 hourly","$3.0330 hourly","$1.8468 hourly","$2.0789 hourly","$4.7330 hourly","$2.9630 hourly","$1.8418 hourly","$2.0739 hourly","$7.5520 hourly","$5.8470 hourly","$4.6309 hourly","$4.9728 hourly","$7.6030 hourly","$4.7900 hourly","$8.6340 hourly","$6.9290 hourly","$15.2320 hourly","$13.5270 hourly","$31.5520 hourly","$29.8470 hourly","$5.6900 hourly","$3.9850 hourly","$12.2880 hourly","$10.5830 hourly","$28.6080 hourly","$26.9030 hourly","0","$0.2700 hourly","current"
"IS4GEN Eight Extra Large","is4gen.8xlarge","192.0 GiB","0 units","32 vCPUs","6.00 GiB/vCPU","0","None","0 GiB","0","0","0 units","AWS Graviton2 Processor","2.5 GHz","unknown","unknown","unknown","unknown","30000 GB                 (4 * 7500 GB NVMe SSD)","Yes","No","64-bit","50 Gigabit","20000.0 Mbps","2500.0 MB/s","80000.0 IOPS","20000.0 Mbps","2500.0 MB/s","80000.0 IOPS","Yes","240","8","Yes","Yes","Yes","Yes","Unknown","Yes","use1-az1, use1-az2, use1-az4, use1-az6","$4.6104 hourly","$3.1445 hourly","$1.3539 hourly","$1.3819 hourly","$4.7404 hourly","$3.2745 hourly","$1.4839 hourly","$1.5119 hourly","$4.7354 hourly","$3.2045 hourly","$1.4789 hourly","$1.5069 hourly","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","0","$1.1526 hourly","current"
"R6IDN 12xlarge","r6idn.12xlarge","384.0 GiB","0 units","48 vCPUs","8.00 GiB/vCPU","0","None","0 GiB","0","0","0 units","Intel Xeon 8375C (Ice Lake)","3.5 GHz","Yes","Yes","Yes","Yes","2850 GB                 (2 * 1425 GB NVMe SSD)","Yes","No","64-bit","75 Gigabit","30000.0 Mbps","3750.0 MB/s","131250.0 IOPS","30000.0 Mbps","3750.0 MB/s","131250.0 IOPS","Yes","240","8","Yes","Yes","Yes","Yes","Unknown","Yes","use1-az2, use1-az4, use1-az5, use1-az6","$4.6894 hourly","$2.9543 hourly","$1.5773 hourly","$2.0617 hourly","$4.8194 hourly","$3.0843 hourly","$1.7073 hourly","$2.1917 hourly","$4.8144 hourly","$3.0142 hourly","$1.7023 hourly","$2.1867 hourly","$6.8974 hourly","$5.1623 hourly","$3.5014 hourly","$3.7252 hourly","$13.7550 hourly","$8.6660 hourly","$7.7086 hourly","$5.9735 hourly","$12.6574 hourly","$10.9223 hourly","$24.8974 hourly","$23.1623 hourly","$5.5006 hourly","$3.7655 hourly","$10.4494 hourly","$8.7143 hourly","$22.6894 hourly","$20.9543 hourly","0","$1.1723 hourly","current"
"INF1 24xlarge","inf1.24xlarge","192.0 GiB","0 units","96 vCPUs","2.00 GiB/vCPU","16","AWS Inferentia","0 GiB","0","0","0 units","Intel Xeon Platinum 8275CL (Cascade Lake)","unknown","unknown","unknown","unknown","unknown","EBS only","N/A","N/A","64-bit","100 Gigabit","19000.0 Mbps","2375.0 MB/s","80000.0 IOPS","19000.0 Mbps","2375.0 MB/s","80000.0 IOPS","Yes","330","11","Yes","Yes","Yes","Yes","Unknown","No","use1-az1, use1-az2, use1-az4, use1-az5, use1-az6","$4.7210 hourly","$2.9740 hourly","$2.9250 hourly","$3.3118 hourly","$4.8860 hourly","$3.1360 hourly","$3.0550 hourly","$3.4418 hourly","$4.8460 hourly","$3.0340 hourly","$3.0500 hourly","$3.4368 hourly","unavailable","unavailable","unavailable","unavailable","$5.1930 hourly","$3.2720 hourly","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","$6.3440 hourly","$4.5970 hourly","$16.2410 hourly","$14.4940 hourly","$40.7210 hourly","$38.9740 hourly","0","unavailable","current"
"R5B 16xlarge","r5b.16xlarge","512.0 GiB","0 units","64 vCPUs","8.00 GiB/vCPU","0","None","0 GiB","0","0","0 units","Intel Xeon Platinum 8259 (Cascade Lake)","3.1 GHz","unknown","unknown","unknown","unknown","EBS only","N/A","N/A","64-bit","20 Gigabit","40000.0 Mbps","5000.0 MB/s","173333.0 IOPS","40000.0 Mbps","5000.0 MB/s","173333.0 IOPS","Yes","750","15","Yes","Yes","Yes","Yes","Unknown","Yes","use1-az1, use1-az2, use1-az4, use1-az6","$4.7680 hourly","$3.0038 hourly","$2.1249 hourly","$2.2637 hourly","$4.8980 hourly","$3.1338 hourly","$2.2549 hourly","$2.3937 hourly","$4.8930 hourly","$3.0638 hourly","$2.2499 hourly","$2.3887 hourly","$7.7120 hourly","$5.9478 hourly","$4.6717 hourly","$4.9529 hourly","$7.8670 hourly","$4.9560 hourly","$8.7936 hourly","$7.0294 hourly","$15.3920 hourly","$13.6278 hourly","$31.7120 hourly","$29.9478 hourly","$5.8496 hourly","$4.0854 hourly","$12.4480 hourly","$10.6838 hourly","$28.7680 hourly","$27.0038 hourly","0","$0.2700 hourly","current"
"R5N 16xlarge","r5n.16xlarge","512.0 GiB","0 units","64 vCPUs","8.00 GiB/vCPU","0","None","0 GiB","0","0","0 units","Intel Xeon Platinum 8259 (Cascade Lake)","2.5 GHz","unknown","unknown","unknown","unknown","EBS only","N/A","N/A","64-bit","75 Gigabit","13600.0 Mbps","1700.0 MB/s","60000.0 IOPS","13600.0 Mbps","1700.0 MB/s","60000.0 IOPS","Yes","750","15","Yes","Yes","Yes","Yes","Unknown","Yes","use1-az1, use1-az2, use1-az4, use1-az5, use1-az6","$4.7680 hourly","$3.0040 hourly","$1.6500 hourly","$2.5103 hourly","$4.8980 hourly","$3.1340 hourly","$1.7800 hourly","$2.6403 hourly","$4.8930 hourly","$3.0640 hourly","$1.7750 hourly","$2.6353 hourly","$7.7120 hourly","$5.9480 hourly","$4.3565 hourly","$4.9703 hourly","$7.8670 hourly","$4.9560 hourly","$8.7940 hourly","$7.0290 hourly","$15.3920 hourly","$13.6280 hourly","$31.7120 hourly","$29.9480 hourly","$5.8500 hourly","$4.0850 hourly","$12.4480 hourly","$10.6840 hourly","$28.7680 hourly","$27.0040 hourly","0","$0.2700 hourly","current"
"C6ID 24xlarge","c6id.24xlarge","192.0 GiB","0 units","96 vCPUs","2.00 GiB/vCPU","0","None","0 GiB","0","0","0 units","Intel Xeon 8375C (Ice Lake)","3.5 GHz","Yes","Yes","Yes","Yes","5700 GB                 (4 * 1425 GB NVMe SSD)","Yes","No","64-bit","37.5 Gigabit","30000.0 Mbps","3750.0 MB/s","120000.0 IOPS","30000.0 Mbps","3750.0 MB/s","120000.0 IOPS","Yes","750","15","Yes","Yes","Yes","Yes","Unknown","Yes","use1-az1, use1-az2, use1-az4, use1-az5, use1-az6","$4.8384 hourly","$3.0492 hourly","$2.3505 hourly","$3.0412 hourly","$4.9684 hourly","$3.1792 hourly","$2.4805 hourly","$3.1712 hourly","$4.9634 hourly","$3.1092 hourly","$2.4755 hourly","$3.1662 hourly","$9.2544 hourly","$7.4652 hourly","$6.8008 hourly","$7.4470 hourly","$7.0960 hourly","$4.4720 hourly","$10.8768 hourly","$9.0876 hourly","$20.7744 hourly","$18.9852 hourly","$45.2544 hourly","$43.4652 hourly","$6.4608 hourly","$4.6716 hourly","$16.3584 hourly","$14.5692 hourly","$40.8384 hourly","$39.0492 hourly","0","$1.2096 hourly","current"
"M7I 24xlarge","m7i.24xlarge","384.0 GiB","0 units","96 vCPUs","4.00 GiB/vCPU","0","None","0 GiB","0","0","0 units","Intel Xeon Scalable (Sapphire Rapids)","3.2 GHz","Yes","Yes","Yes","Yes","EBS only","N/A","N/A","64-bit","37.5 Gigabit","30000.0 Mbps","3750.0 MB/s","120000.0 IOPS","30000.0 Mbps","3750.0 MB/s","120000.0 IOPS","Yes","750","15","Yes","Yes","Yes","Yes","Unknown","No","use1-az2, use1-az4, use1-az5, use1-az6","$4.8384 hourly","$3.2006 hourly","$2.4019 hourly","$3.0273 hourly","$5.0034 hourly","$3.3626 hourly","$2.5319 hourly","$3.1573 hourly","$4.9634 hourly","$3.2605 hourly","$2.5269 hourly","$3.1523 hourly","$9.2544 hourly","$7.6166 hourly","$6.6869 hourly","$7.4532 hourly","$10.6440 hourly","$7.0410 hourly","$10.8768 hourly","$9.2390 hourly","$20.7744 hourly","$19.1366 hourly","$45.2544 hourly","$43.6166 hourly","$6.4608 hourly","$4.8230 hourly","$16.3584 hourly","$14.7206 hourly","$40.8384 hourly","$39.2006 hourly","0","unavailable","current"
"R6ID 16xlarge","r6id.16xlarge","512.0 GiB","0 units","64 vCPUs","8.00 GiB/vCPU","0","None","0 GiB","0","0","0 units","Intel Xeon 8375C (Ice Lake)","3.5 GHz","Yes","Yes","Yes","Yes","3800 GB                 (2 * 1900 GB NVMe SSD)","Yes","No","64-bit","25 Gigabit","20000.0 Mbps","2500.0 MB/s","80000.0 IOPS","20000.0 Mbps","2500.0 MB/s","80000.0 IOPS","Yes","750","15","Yes","Yes","Yes","Yes","Unknown","Yes","use1-az1, use1-az2, use1-az4, use1-az5, use1-az6","$4.8384 hourly","$3.0408 hourly","$1.9763 hourly","$2.0254 hourly","$4.9684 hourly","$3.1708 hourly","$2.1063 hourly","$2.1554 hourly","$4.9634 hourly","$3.1007 hourly","$2.1013 hourly","$2.1504 hourly","$7.7824 hourly","$5.9848 hourly","$4.9397 hourly","$4.9785 hourly","$10.6440 hourly","$6.6900 hourly","$8.8640 hourly","$7.0664 hourly","$15.4624 hourly","$13.6648 hourly","$31.7824 hourly","$29.9848 hourly","$5.9200 hourly","$4.1224 hourly","$12.5184 hourly","$10.7208 hourly","$28.8384 hourly","$27.0408 hourly","0","$1.2096 hourly","current"
"R7A 16xlarge","r7a.16xlarge","512.0 GiB","0 units","64 vCPUs","8.00 GiB/vCPU","0","None","0 GiB","0","0","0 units","AMD EPYC 9R14 Processor","3.7 GHz","unknown","unknown","unknown","unknown","EBS only","N/A","N/A","64-bit","25 Gigabit","20000.0 Mbps","2500.0 MB/s","80000.0 IOPS","20000.0 Mbps","2500.0 MB/s","80000.0 IOPS","Yes","750","15","Yes","Yes","Yes","Yes","Unknown","No","use1-az2, use1-az4, use1-az5, use1-az6","$4.8688 hourly","$3.2207 hourly","$1.6806 hourly","$2.2646 hourly","$5.0338 hourly","$3.3827 hourly","$1.8106 hourly","$2.3946 hourly","$4.9938 hourly","$3.2806 hourly","$1.8056 hourly","$2.3896 hourly","$7.8128 hourly","$6.1647 hourly","$4.5328 hourly","$4.9618 hourly","$16.0670 hourly","$10.6280 hourly","$8.8944 hourly","$7.2463 hourly","$15.4928 hourly","$13.8447 hourly","$31.8128 hourly","$30.1647 hourly","$5.9504 hourly","$4.3023 hourly","$12.5488 hourly","$10.9007 hourly","$28.8688 hourly","$27.2207 hourly","0","unavailable","current"
"C6A 32xlarge","c6a.32xlarge","256.0 GiB","0 units","128 vCPUs","2.00 GiB/vCPU","0","None","0 GiB","0","0","0 units","AMD EPYC 7R13 Processor","2.95 GHz","unknown","unknown","unknown","unknown","EBS only","N/A","N/A","64-bit","50 Gigabit","40000.0 Mbps","5000.0 MB/s","160000.0 IOPS","40000.0 Mbps","5000.0 MB/s","160000.0 IOPS","Yes","750","15","Yes","Yes","Yes","Yes","Unknown","Yes","use1-az1, use1-az2, use1-az4, use1-az5, use1-az6","$4.8960 hourly","$3.2387 hourly","$2.9597 hourly","$4.0164 hourly","$5.0610 hourly","$3.4007 hourly","$3.0897 hourly","$4.1464 hourly","$5.0210 hourly","$3.2987 hourly","$3.0847 hourly","$4.1414 hourly","$10.7840 hourly","$9.1267 hourly","$8.8261 hourly","$9.1733 hourly","$8.0780 hourly","$5.3440 hourly","$12.9472 hourly","$11.2899 hourly","$26.1440 hourly","$24.4867 hourly","$58.7840 hourly","$57.1267 hourly","$7.0592 hourly","$5.4019 hourly","$20.2560 hourly","$18.5987 hourly","$52.8960 hourly","$51.2387 hourly","0","$1.2240 hourly","current"
"C7A 24xlarge","c7a.24xlarge","192.0 GiB","0 units","96 vCPUs","2.00 GiB/vCPU","0","None","0 GiB","0","0","0 units","AMD EPYC 9R14 Processor","3.7 GHz","unknown","unknown","unknown","unknown","EBS only","N/A","N/A","64-bit","37.5 Gigabit","30000.0 Mbps","3750.0 MB/s","120000.0 IOPS","30000.0 Mbps","3750.0 MB/s","120000.0 IOPS","Yes","750","15","Yes","Yes","Yes","Yes","Unknown","No","use1-az2, use1-az4, use1-az5, use1-az6","$4.9267 hourly","$3.2590 hourly","$0.5028 hourly","$0.5921 hourly","$5.0567 hourly","$3.3890 hourly","$0.6328 hourly","$0.7221 hourly","$5.0517 hourly","$3.3189 hourly","$0.6278 hourly","$0.7171 hourly","$9.3427 hourly","$7.6750 hourly","$4.9087 hourly","$4.9481 hourly","$10.8390 hourly","$7.1700 hourly","$10.9651 hourly","$9.2974 hourly","$20.8627 hourly","$19.1950 hourly","$45.3427 hourly","$43.6750 hourly","$6.5491 hourly","$4.8814 hourly","$16.4467 hourly","$14.7790 hourly","$40.9267 hourly","$39.2590 hourly","0","unavailable","current"
"I4G 16xlarge","i4g.16xlarge","512.0 GiB","0 units","64 vCPUs","8.00 GiB/vCPU","0","None","0 GiB","0","0","0 units","AWS Graviton2 Processor","2.5 GHz","unknown","unknown","unknown","unknown","15000 GB                 (4 * 3750 GB NVMe SSD)","Yes","No","64-bit","37.5 Gigabit","20000.0 Mbps","2500.0 MB/s","80000.0 IOPS","20000.0 Mbps","2500.0 MB/s","80000.0 IOPS","Yes","750","15","Yes","Yes","Yes","Yes","Unknown","Yes","use1-az2, use1-az4, use1-az5, use1-az6","$4.9421 hourly","$3.2071 hourly","$1.4217 hourly","$1.9440 hourly","$5.0721 hourly","$3.3371 hourly","$1.5517 hourly","$2.0740 hourly","$5.0671 hourly","$3.2670 hourly","$1.5467 hourly","$2.0690 hourly","unavailable","unavailable","unavailable","unavailable","$5.4360 hourly","$3.5280 hourly","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","0","$1.2355 hourly","current"
"M5AD 24xlarge","m5ad.24xlarge","384.0 GiB","0 units","96 vCPUs","4.00 GiB/vCPU","0","None","0 GiB","0","0","0 units","AMD EPYC 7571","2.5 GHz","unknown","unknown","unknown","unknown","3600 GB                 (4 * 900 GB NVMe SSD)","Yes","No","64-bit","20 Gigabit","13750.0 Mbps","1718.75 MB/s","60000.0 IOPS","13750.0 Mbps","1718.75 MB/s","60000.0 IOPS","Yes","750","15","Yes","Yes","Yes","Yes","Unknown","Yes","use1-az1, use1-az2, use1-az4, use1-az5, use1-az6","$4.9440 hourly","$3.1150 hourly","$2.4209 hourly","$3.1438 hourly","$5.1090 hourly","$3.2770 hourly","$2.5509 hourly","$3.2738 hourly","$5.0690 hourly","$3.1750 hourly","$2.5459 hourly","$3.2688 hourly","$9.3600 hourly","$7.5310 hourly","$6.7480 hourly","$7.4689 hourly","unavailable","unavailable","$10.9820 hourly","$9.1530 hourly","$20.8800 hourly","$19.0510 hourly","$45.3600 hourly","$43.5310 hourly","$6.5660 hourly","$4.7370 hourly","$16.4640 hourly","$14.6350 hourly","$40.9440 hourly","$39.1150 hourly","0","$0.2700 hourly","current"
"I3 High I/O 16xlarge","i3.16xlarge","488.0 GiB","201 units","64 vCPUs","7.62 GiB/vCPU","0","None","0 GiB","0","0","3.141 units","Intel Xeon E5-2686 v4 (Broadwell)","2.3 GHz","Yes","Yes","unknown","Yes","15200 GB                 (8 * 1900 GB NVMe SSD)","Yes","No","64-bit","25 Gigabit","14000.0 Mbps","1750.0 MB/s","65000.0 IOPS","14000.0 Mbps","1750.0 MB/s","65000.0 IOPS","No","750","15","Yes","Yes","Yes","Yes","HVM","Yes","use1-az1, use1-az2, use1-az3, use1-az4, use1-az5, use1-az6","$4.9920 hourly","$3.4270 hourly","$1.7980 hourly","$2.0809 hourly","$5.1570 hourly","$3.5890 hourly","$1.9280 hourly","$2.2109 hourly","$5.0920 hourly","$3.4600 hourly","$1.8980 hourly","$2.1809 hourly","$7.9360 hourly","$6.3710 hourly","$4.3576 hourly","$4.6863 hourly","$5.4910 hourly","$3.7700 hourly","$9.0630 hourly","$7.4980 hourly","$15.6160 hourly","$14.0510 hourly","$31.9360 hourly","$30.3710 hourly","$6.0740 hourly","$4.5090 hourly","$12.6720 hourly","$11.1070 hourly","$28.9920 hourly","$27.4270 hourly","0","$0.2700 hourly","current"
