Name,API Name,Instance Memory,vCPUs,Storage,Linux On Demand cost,Linux Savings Plan,Linux Reserved cost,Linux Spot cost,Windows On Demand cost,Windows Savings Plan,Windows Reserved cost,Windows Spot cost
DC2ads v5,DC2ads v5,8 GiB,2,75 GiB,€0.1071 hourly,€0.0965 hourly,€0.0857 hourly,€0.0253 hourly,€0.186 hourly,€0.1753 hourly,€0.1646 hourly,€0.0439 hourly
DC2ads v6,DC2ads v6,8 GiB,2,75 GiB,€0.1183 hourly,€0.084 hourly,€0.0698 hourly,€0.0219 hourly,€0.1971 hourly,€0.1628 hourly,€0.1486 hourly,€0.0364 hourly
DC2as v5,DC2as v5,8 GiB,2,0 GiB,€0.0891 hourly,€0.0806 hourly,€0.0713 hourly,€0.021 hourly,€0.168 hourly,€0.1595 hourly,€0.1502 hourly,€0.0396 hourly
DC2as v6,DC2as v6,8 GiB,2,0 GiB,€0.0943 hourly,€0.0669 hourly,€0.0555 hourly,€0.0174 hourly,€0.1731 hourly,€0.1458 hourly,€0.1343 hourly,€0.032 hourly
DC2ds v3,DC2ds v3,16 GiB,2,150 GiB,€0.2331 hourly,€0.2061 hourly,€0.1865 hourly,€0.0431 hourly,€0.312 hourly,€0.285 hourly,€0.2653 hourly,€0.0577 hourly
Standard DC2es v5,DC2es v5,8 GiB,2,0 GiB,€0.0986 hourly,unavailable,unavailable,€0.0182 hourly,unavailable,unavailable,unavailable,unavailable
DC2s v2,DC2s v2,8 GiB,2,100 GiB,€0.1971 hourly,€0.1641 hourly,unavailable,€0.0364 hourly,€0.276 hourly,€0.2429 hourly,unavailable,€0.051 hourly
DC2s v3,DC2s v3,16 GiB,2,0 GiB,€0.1971 hourly,€0.1745 hourly,€0.1577 hourly,€0.0364 hourly,€0.276 hourly,€0.2533 hourly,€0.2366 hourly,€0.051 hourly
DC32ads v5,DC32ads v5,128 GiB,32,1200 GiB,€1.7141 hourly,€1.5432 hourly,€1.3713 hourly,€0.4044 hourly,€2.9757 hourly,€2.8048 hourly,€2.6329 hourly,€0.702 hourly
DC32ads v6,DC32ads v6,128 GiB,32,600 GiB,€1.8924 hourly,€1.3436 hourly,€1.1165 hourly,€0.3497 hourly,€3.154 hourly,€2.6052 hourly,€2.3781 hourly,€0.5829 hourly
DC32as v5,DC32as v5,128 GiB,32,0 GiB,€1.4261 hourly,€1.2902 hourly,€1.1409 hourly,€0.3364 hourly,€2.6877 hourly,€2.5518 hourly,€2.4025 hourly,€0.634 hourly
DC32as v6,DC32as v6,128 GiB,32,0 GiB,€1.5059 hourly,€1.0692 hourly,€0.8884 hourly,€0.2783 hourly,€2.7674 hourly,€2.3307 hourly,€2.15 hourly,€0.5114 hourly
DC32ds v3,DC32ds v3,256 GiB,32,2400 GiB,€3.7299 hourly,€3.2984 hourly,€2.984 hourly,€0.6893 hourly,€4.9915 hourly,€4.56 hourly,€4.2455 hourly,€0.9224 hourly
Standard DC32es v5,DC32es v5,128 GiB,32,0 GiB,€1.577 hourly,unavailable,unavailable,€0.2914 hourly,unavailable,unavailable,unavailable,unavailable
DC32s v3,DC32s v3,256 GiB,32,0 GiB,€3.154 hourly,€2.7916 hourly,€2.5231 hourly,€0.5829 hourly,€4.4156 hourly,€4.0532 hourly,€3.7847 hourly,€0.816 hourly
DC48ads v5,DC48ads v5,192 GiB,48,1800 GiB,€2.5712 hourly,€2.3148 hourly,€2.0569 hourly,€0.6065 hourly,€4.4636 hourly,€4.2072 hourly,€3.9493 hourly,€1.053 hourly
DC48ads v6,DC48ads v6,192 GiB,48,850 GiB,€2.8386 hourly,€2.0154 hourly,€1.6748 hourly,€0.5246 hourly,€4.731 hourly,€3.9078 hourly,€3.5672 hourly,€0.8743 hourly
DC48as v5,DC48as v5,192 GiB,48,0 GiB,€2.1392 hourly,€1.9353 hourly,€1.7114 hourly,€0.5046 hourly,€4.0316 hourly,€3.8277 hourly,€3.6038 hourly,€0.9511 hourly
DC48as v6,DC48as v6,192 GiB,48,0 GiB,€2.2583 hourly,€1.6034 hourly,€1.3326 hourly,€0.4173 hourly,€4.1507 hourly,€3.4958 hourly,€3.2249 hourly,€0.7671 hourly
DC48ds v3,DC48ds v3,384 GiB,48,2400 GiB,€5.5949 hourly,€4.9476 hourly,€4.4759 hourly,€1.0339 hourly,€7.4873 hourly,€6.8399 hourly,€6.3683 hourly,€1.3836 hourly
Standard DC48es v5,DC48es v5,192 GiB,48,0 GiB,€2.3655 hourly,unavailable,unavailable,€0.4371 hourly,unavailable,unavailable,unavailable,unavailable
DC48s v3,DC48s v3,384 GiB,48,0 GiB,€4.731 hourly,€4.1874 hourly,€3.7848 hourly,€0.8743 hourly,€6.6233 hourly,€6.0798 hourly,€5.6771 hourly,€1.224 hourly
DC4ads v5,DC4ads v5,16 GiB,4,150 GiB,€0.2143 hourly,€0.1929 hourly,€0.1714 hourly,€0.0505 hourly,€0.372 hourly,€0.3506 hourly,€0.3291 hourly,€0.0877 hourly
DC4ads v6,DC4ads v6,16 GiB,4,150 GiB,€0.2365 hourly,€0.1679 hourly,€0.1395 hourly,€0.0437 hourly,€0.3942 hourly,€0.3256 hourly,€0.2972 hourly,€0.0729 hourly
DC4as v5,DC4as v5,16 GiB,4,0 GiB,€0.1783 hourly,€0.1613 hourly,€0.1426 hourly,€0.0421 hourly,€0.336 hourly,€0.319 hourly,€0.3003 hourly,€0.0793 hourly
DC4as v6,DC4as v6,16 GiB,4,0 GiB,€0.1886 hourly,€0.1339 hourly,€0.111 hourly,€0.0348 hourly,€0.3463 hourly,€0.2916 hourly,€0.2687 hourly,€0.064 hourly
DC4ds v3,DC4ds v3,32 GiB,4,300 GiB,€0.4662 hourly,€0.4123 hourly,€0.373 hourly,€0.0862 hourly,€0.6239 hourly,€0.57 hourly,€0.5307 hourly,€0.1153 hourly
Standard DC4es v5,DC4es v5,16 GiB,4,0 GiB,€0.1971 hourly,unavailable,unavailable,€0.0364 hourly,unavailable,unavailable,unavailable,unavailable
DC4s v2,DC4s v2,16 GiB,4,200 GiB,€0.3942 hourly,€0.3282 hourly,unavailable,€0.0729 hourly,€0.5519 hourly,€0.4859 hourly,unavailable,€0.102 hourly
DC4s v3,DC4s v3,32 GiB,4,0 GiB,€0.3942 hourly,€0.349 hourly,€0.3154 hourly,€0.0729 hourly,€0.5519 hourly,€0.5067 hourly,€0.4731 hourly,€0.102 hourly
DC64ads v5,DC64ads v5,256 GiB,64,2400 GiB,€3.4282 hourly,€3.0864 hourly,€2.7426 hourly,€0.8087 hourly,€5.9514 hourly,€5.6096 hourly,€5.2658 hourly,€1.4039 hourly
DC64ads v6,DC64ads v6,256 GiB,64,600 GiB,€3.7848 hourly,€2.6872 hourly,€2.233 hourly,€0.6994 hourly,€6.308 hourly,€5.2104 hourly,€4.7562 hourly,€1.1657 hourly
DC64as v5,DC64as v5,256 GiB,64,0 GiB,€2.8523 hourly,€2.5805 hourly,€2.2819 hourly,€0.6729 hourly,€5.3755 hourly,€5.1036 hourly,€4.8051 hourly,€1.2681 hourly
DC64as v6,DC64as v6,256 GiB,64,0 GiB,€3.0117 hourly,€2.1383 hourly,€1.7767 hourly,€0.5566 hourly,€5.5349 hourly,€4.6615 hourly,€4.2999 hourly,€1.0228 hourly
Standard DC64es v5,DC64es v5,256 GiB,64,0 GiB,€3.154 hourly,unavailable,unavailable,€0.5829 hourly,unavailable,unavailable,unavailable,unavailable
DC8ads v5,DC8ads v5,32 GiB,8,300 GiB,€0.4285 hourly,€0.3858 hourly,€0.3428 hourly,€0.1011 hourly,€0.7439 hourly,€0.7012 hourly,€0.6582 hourly,€0.1755 hourly
DC8ads v6,DC8ads v6,32 GiB,8,300 GiB,€0.4731 hourly,€0.3359 hourly,€0.2791 hourly,€0.0874 hourly,€0.7885 hourly,€0.6513 hourly,€0.5945 hourly,€0.1457 hourly
DC8as v5,DC8as v5,32 GiB,8,0 GiB,€0.3565 hourly,€0.3226 hourly,€0.2852 hourly,€0.0841 hourly,€0.6719 hourly,€0.638 hourly,€0.6006 hourly,€0.1585 hourly
DC8as v6,DC8as v6,32 GiB,8,0 GiB,€0.3762 hourly,€0.2671 hourly,€0.2221 hourly,€0.0695 hourly,€0.6916 hourly,€0.5825 hourly,€0.5375 hourly,€0.1278 hourly
DC8ds v3,DC8ds v3,64 GiB,8,600 GiB,€0.9325 hourly,€0.8246 hourly,€0.746 hourly,€0.1723 hourly,€1.2479 hourly,€1.14 hourly,€1.0614 hourly,€0.2306 hourly
Standard DC8es v5,DC8es v5,32 GiB,8,0 GiB,€0.3942 hourly,unavailable,unavailable,€0.0729 hourly,unavailable,unavailable,unavailable,unavailable
DC8 v2,DC8 v2,32 GiB,8,400 GiB,€0.7885 hourly,€0.6563 hourly,unavailable,€0.1457 hourly,€1.1039 hourly,€0.9717 hourly,unavailable,€0.204 hourly
DC8s v3,DC8s v3,64 GiB,8,0 GiB,€0.7885 hourly,€0.6979 hourly,€0.6308 hourly,€0.1457 hourly,€1.1039 hourly,€1.0133 hourly,€0.9462 hourly,€0.204 hourly
DC96ads v5,DC96ads v5,384 GiB,96,3600 GiB,€5.1424 hourly,€4.6297 hourly,€4.1139 hourly,€1.2131 hourly,€8.9271 hourly,€8.4144 hourly,€7.8987 hourly,€2.1059 hourly
DC96ads v6,DC96ads v6,384 GiB,96,600 GiB,€5.6772 hourly,€4.0308 hourly,€3.3495 hourly,€1.0491 hourly,€9.4619 hourly,€7.8156 hourly,€7.1342 hourly,€1.7486 hourly
DC96as v5,DC96as v5,384 GiB,96,0 GiB,€4.2784 hourly,€3.8707 hourly,€3.4228 hourly,€1.0093 hourly,€8.0632 hourly,€7.6555 hourly,€7.2075 hourly,€1.9021 hourly
DC96as v6,DC96as v6,384 GiB,96,0 GiB,€4.5167 hourly,€3.2069 hourly,€2.6651 hourly,€0.8347 hourly,€8.3015 hourly,€6.9916 hourly,€6.4499 hourly,€1.5341 hourly
Standard DC96es v5,DC96es v5,384 GiB,96,0 GiB,€4.731 hourly,unavailable,unavailable,€0.8743 hourly,unavailable,unavailable,unavailable,unavailable
DS11-1 v2,DS11-1 v2,14 GiB,2,28 GiB,€0.1628 hourly,€0.1238 hourly,€0.1056 hourly,€0.0332 hourly,€0.2391 hourly,€0.2026 hourly,€0.1844 hourly,€0.0488 hourly
DS11 v2,DS11 v2,14 GiB,2,28 GiB,€0.1628 hourly,€0.1238 hourly,€0.1056 hourly,€0.0332 hourly,€0.2391 hourly,€0.2026 hourly,€0.1844 hourly,€0.0488 hourly
DS12-2 v2,DS12-2 v2,28 GiB,4,56 GiB,€0.3248 hourly,€0.2469 hourly,€0.2111 hourly,€0.0662 hourly,€0.4774 hourly,€0.4046 hourly,€0.3688 hourly,€0.0973 hourly
DS12 v2,DS12 v2,28 GiB,4,56 GiB,€0.3248 hourly,€0.2469 hourly,€0.2111 hourly,€0.0662 hourly,€0.4774 hourly,€0.4046 hourly,€0.3688 hourly,€0.0973 hourly
DS13-4 v2,DS13-4 v2,56 GiB,8,112 GiB,€0.6505 hourly,€0.4944 hourly,€0.4226 hourly,€0.1326 hourly,€0.9548 hourly,€0.8098 hourly,€0.738 hourly,€0.1947 hourly
DS13 v2,DS13 v2,56 GiB,8,112 GiB,€0.6505 hourly,€0.4944 hourly,€0.4226 hourly,€0.1326 hourly,€0.9548 hourly,€0.8098 hourly,€0.738 hourly,€0.1947 hourly
DS14-8 v2,DS14-8 v2,112 GiB,16,224 GiB,€1.301 hourly,€0.9888 hourly,€0.8452 hourly,€0.2653 hourly,€1.9095 hourly,€1.6196 hourly,€1.476 hourly,€0.3894 hourly
DS14 v2,DS14 v2,112 GiB,16,224 GiB,€1.301 hourly,€0.9888 hourly,€0.8452 hourly,€0.2653 hourly,€1.9095 hourly,€1.6196 hourly,€1.476 hourly,€0.3894 hourly
DS15i v2,DS15i v2,140 GiB,20,280 GiB,€1.6258 hourly,€1.2356 hourly,unavailable,€0.3315 hourly,€2.3869 hourly,€2.0241 hourly,unavailable,€0.4867 hourly
DS15 v2,DS15 v2,140 GiB,20,280 GiB,€1.6258 hourly,€1.2356 hourly,€1.0565 hourly,€0.3315 hourly,€2.3869 hourly,€2.0241 hourly,€1.8449 hourly,€0.4867 hourly
DS1 v2,DS1 v2,3.5 GiB,1,7 GiB,€0.0582 hourly,€0.0442 hourly,€0.0352 hourly,€0.0119 hourly,€0.114 hourly,€0.0836 hourly,€0.0746 hourly,€0.0232 hourly
DS2 v2,DS2 v2,7 GiB,2,14 GiB,€0.1166 hourly,€0.0886 hourly,€0.0705 hourly,€0.0238 hourly,€0.228 hourly,€0.1674 hourly,€0.1494 hourly,€0.0465 hourly
DS3 v2,DS3 v2,14 GiB,4,28 GiB,€0.2331 hourly,€0.1772 hourly,€0.1403 hourly,€0.0475 hourly,€0.4568 hourly,€0.3349 hourly,€0.298 hourly,€0.0931 hourly
DS4 v2,DS4 v2,28 GiB,8,56 GiB,€0.4662 hourly,€0.3543 hourly,€0.2814 hourly,€0.0951 hourly,€0.9136 hourly,€0.6697 hourly,€0.5968 hourly,€0.1863 hourly
DS5 v2,DS5 v2,56 GiB,16,112 GiB,€0.9316 hourly,€0.708 hourly,€0.5628 hourly,€0.19 hourly,€1.8264 hourly,€1.3388 hourly,€1.1936 hourly,€0.3724 hourly
E104ids v5,E104ids v5,672 GiB,104,3900 GiB,€8.4815 hourly,€5.8098 hourly,€5.0038 hourly,€1.7005 hourly,€12.5816 hourly,€9.91 hourly,€9.104 hourly,€2.5226 hourly
E104id v5,E104id v5,672 GiB,104,3900 GiB,€8.4815 hourly,€5.8098 hourly,€5.0038 hourly,€1.7005 hourly,€12.5816 hourly,€9.91 hourly,€9.104 hourly,€2.5226 hourly
E104is v5,E104is v5,672 GiB,104,0 GiB,€7.4513 hourly,€5.0385 hourly,€4.322 hourly,€1.494 hourly,€11.5514 hourly,€9.1387 hourly,€8.4222 hourly,€2.3161 hourly
E104i v5,E104i v5,672 GiB,104,0 GiB,€7.4513 hourly,€5.0385 hourly,€4.322 hourly,€1.494 hourly,€11.5514 hourly,€9.1387 hourly,€8.4222 hourly,€2.3161 hourly
E112ibds v5,E112ibds v5,672 GiB,112,3800 GiB,€10.5058 hourly,€7.1755 hourly,€6.1986 hourly,€2.1064 hourly,€14.9214 hourly,€11.591 hourly,€10.6142 hourly,€2.9917 hourly
E112ibs v5,E112ibs v5,672 GiB,112,0 GiB,€9.3976 hourly,€6.4186 hourly,€5.5445 hourly,€1.8842 hourly,€13.8132 hourly,€10.8342 hourly,€9.96 hourly,€2.7695 hourly
E128-64s v6,E128-64s v6,1024 GiB,128,0 GiB,€10.8204 hourly,€7.3578 hourly,€6.7084 hourly,€1.9996 hourly,€14.6677 hourly,€11.5889 hourly,€10.7227 hourly,€2.7106 hourly
E128ads v7,E128ads v7,1024 GiB,128,7040 GiB,€9.6213 hourly,€6.5425 hourly,€5.6764 hourly,€1.778 hourly,€9.6213 hourly,€11.5889 hourly,€10.7227 hourly,€1.778 hourly
E128as v7,E128as v7,1024 GiB,128,0 GiB,€7.9098 hourly,€5.3787 hourly,€4.6667 hourly,€1.4617 hourly,€12.9562 hourly,€10.425 hourly,€9.713 hourly,€2.3943 hourly
E128ds v6,E128ds v6,1024 GiB,128,7040 GiB,€10.8204 hourly,€7.3578 hourly,€6.7084 hourly,€1.9996 hourly,€15.8667 hourly,€12.4042 hourly,€11.7548 hourly,€2.9322 hourly
E128nds v6,E128nds v6,1024 GiB,128,7040 GiB,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable
E128ns v6,E128ns v6,1024 GiB,128,0 GiB,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable
E128s v6,E128s v6,1024 GiB,128,0 GiB,€8.754 hourly,€5.9527 hourly,€5.4276 hourly,€1.6177 hourly,€13.8004 hourly,€10.9991 hourly,€10.474 hourly,€2.5503 hourly
E16-8s v6,E16-8s v6,128 GiB,16,0 GiB,€1.0422 hourly,€0.7047 hourly,€0.6044 hourly,€0.209 hourly,€1.7253 hourly,€1.375 hourly,€1.3093 hourly,€0.3188 hourly
E160ads v7,E160ads v7,1280 GiB,160,8800 GiB,€12.0262 hourly,€8.1778 hourly,€7.0955 hourly,€2.2225 hourly,unavailable,€8.1778 hourly,€7.0955 hourly,unavailable
E160as v7,E160as v7,1280 GiB,160,0 GiB,€9.887 hourly,€6.7232 hourly,€5.8334 hourly,€1.8271 hourly,unavailable,€6.7232 hourly,€5.8334 hourly,unavailable
E16ads v5,E16ads v5,128 GiB,16,600 GiB,€1.0833 hourly,€0.7394 hourly,€0.6392 hourly,€0.2207 hourly,€1.7141 hourly,€1.3702 hourly,€1.27 hourly,€0.3492 hourly
E16ads v6,E16ads v6,128 GiB,16,600 GiB,€1.2025 hourly,€0.8177 hourly,€0.7095 hourly,€0.2222 hourly,€1.8332 hourly,€1.4485 hourly,€1.3403 hourly,€0.3388 hourly
E16ads v7,E16ads v7,128 GiB,16,880 GiB,€1.2025 hourly,€0.8177 hourly,€0.7095 hourly,€0.2222 hourly,€1.2025 hourly,€1.4485 hourly,€1.3403 hourly,€0.2222 hourly
E16as v4,E16as v4,128 GiB,16,256 GiB,€1.0422 hourly,€0.7047 hourly,€0.6129 hourly,€0.2132 hourly,€1.673 hourly,€1.3355 hourly,€1.2437 hourly,€0.3423 hourly
E16as v5,E16as v5,128 GiB,16,0 GiB,€0.9393 hourly,€0.6342 hourly,€0.5543 hourly,€0.1913 hourly,€1.5701 hourly,€1.265 hourly,€1.185 hourly,€0.3198 hourly
E16as v6,E16as v6,128 GiB,16,0 GiB,€0.989 hourly,€0.6726 hourly,€0.5833 hourly,€0.1828 hourly,€1.6198 hourly,€1.3033 hourly,€1.2141 hourly,€0.2993 hourly
E16as v7,E16as v7,128 GiB,16,0 GiB,€0.989 hourly,€0.6726 hourly,€0.5833 hourly,€0.1828 hourly,€1.6198 hourly,€1.3033 hourly,€1.2141 hourly,€0.2993 hourly
E16a v4,E16a v4,128 GiB,16,400 GiB,€1.0422 hourly,€0.7047 hourly,€0.6129 hourly,€0.2132 hourly,€1.673 hourly,€1.3355 hourly,€1.2437 hourly,€0.3423 hourly
E16bds v5,E16bds v5,128 GiB,16,600 GiB,€1.3644 hourly,€0.9319 hourly,€0.805 hourly,€0.2736 hourly,€1.9952 hourly,€1.5627 hourly,€1.4358 hourly,€0.40 hourly
E16bs v5,E16bs v5,128 GiB,16,0 GiB,€1.2205 hourly,€0.8336 hourly,€0.7201 hourly,€0.2447 hourly,€1.8512 hourly,€1.4644 hourly,€1.3509 hourly,€0.3712 hourly
E16ds v4,E16ds v4,128 GiB,16,600 GiB,€1.1862 hourly,€0.8125 hourly,€0.6998 hourly,€0.2379 hourly,€1.817 hourly,€1.4433 hourly,€1.3306 hourly,€0.3645 hourly
E16ds v5,E16ds v5,128 GiB,16,600 GiB,€1.1862 hourly,€0.8125 hourly,€0.6998 hourly,€0.2378 hourly,€1.817 hourly,€1.4433 hourly,€1.3306 hourly,€0.3643 hourly
E16ds v6,E16ds v6,128 GiB,16,880 GiB,€1.3524 hourly,€0.9197 hourly,€0.8386 hourly,€0.2499 hourly,€1.9832 hourly,€1.5505 hourly,€1.4694 hourly,€0.3665 hourly
E16d v4,E16d v4,128 GiB,16,600 GiB,€1.1862 hourly,€0.8125 hourly,€0.6998 hourly,€0.2379 hourly,€1.817 hourly,€1.4433 hourly,€1.3306 hourly,€0.3645 hourly
E16d v5,E16d v5,128 GiB,16,600 GiB,€1.1862 hourly,€0.8125 hourly,€0.6998 hourly,€0.2378 hourly,€1.817 hourly,€1.4433 hourly,€1.3306 hourly,€0.3643 hourly
E16nds v6,E16nds v6,128 GiB,16,880 GiB,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable
E16ns v6,E16ns v6,128 GiB,16,0 GiB,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable
Standard E16pds v5,E16pds v5,128 GiB,16,600 GiB,€0.9462 hourly,€0.645 hourly,€0.5583 hourly,€0.3778 hourly,unavailable,unavailable,unavailable,unavailable
Standard E16pds v6,E16pds v6,128 GiB,16,880 GiB,€0.9582 hourly,€0.6516 hourly,€0.5655 hourly,€0.2061 hourly,unavailable,unavailable,unavailable,unavailable
Standard E16ps v5,E16ps v5,128 GiB,16,0 GiB,€0.8339 hourly,€0.5612 hourly,€0.4919 hourly,€0.333 hourly,unavailable,unavailable,unavailable,unavailable
Standard E16ps v6,E16ps v6,128 GiB,16,0 GiB,€0.7559 hourly,€0.514 hourly,€0.4457 hourly,€0.1626 hourly,unavailable,unavailable,unavailable,unavailable
E16s v3,E16s v3,128 GiB,16,256 GiB,€1.097 hourly,€0.8337 hourly,€0.6452 hourly,€0.2237 hourly,€1.7278 hourly,€1.4645 hourly,€1.276 hourly,€0.3523 hourly
E16s v4,E16s v4,128 GiB,16,0 GiB,€1.0422 hourly,€0.7047 hourly,€0.6149 hourly,€0.209 hourly,€1.673 hourly,€1.3355 hourly,€1.2457 hourly,€0.3354 hourly
E16s v5,E16s v5,128 GiB,16,0 GiB,€1.0422 hourly,€0.7047 hourly,€0.6044 hourly,€0.209 hourly,€1.673 hourly,€1.3355 hourly,€1.2352 hourly,€0.3354 hourly
E16s v6,E16s v6,128 GiB,16,0 GiB,€1.0945 hourly,€0.7442 hourly,€0.6785 hourly,€0.2023 hourly,€1.7253 hourly,€1.375 hourly,€1.3093 hourly,€0.3188 hourly
E16 v3,E16 v3,128 GiB,16,400 GiB,€1.097 hourly,€0.8337 hourly,€0.6452 hourly,€0.2237 hourly,€1.7278 hourly,€1.4645 hourly,€1.276 hourly,€0.3523 hourly
E16 v4,E16 v4,128 GiB,16,0 GiB,€1.0422 hourly,€0.7047 hourly,€0.6149 hourly,€0.209 hourly,€1.673 hourly,€1.3355 hourly,€1.2457 hourly,€0.3354 hourly
E16 v5,E16 v5,128 GiB,16,0 GiB,€1.0422 hourly,€0.7047 hourly,€0.6044 hourly,€0.209 hourly,€1.673 hourly,€1.3355 hourly,€1.2352 hourly,€0.3354 hourly
E192ids v6,E192ids v6,1832 GiB,192,10560 GiB,€17.8534 hourly,€12.1403 hourly,€11.0689 hourly,€3.2993 hourly,€25.4229 hourly,€19.7098 hourly,€18.6384 hourly,€4.6982 hourly
E20ads v5,E20ads v5,160 GiB,20,750 GiB,€1.3542 hourly,€0.9242 hourly,€0.7989 hourly,€0.2758 hourly,€2.1426 hourly,€1.7127 hourly,€1.5874 hourly,€0.4365 hourly
E20ads v6,E20ads v6,160 GiB,20,750 GiB,€1.5033 hourly,€1.0222 hourly,€0.8869 hourly,€0.2778 hourly,€2.2918 hourly,€1.8107 hourly,€1.6754 hourly,€0.4235 hourly
E20as v4,E20as v4,160 GiB,20,320 GiB,€1.3027 hourly,€0.8809 hourly,€0.7661 hourly,€0.2665 hourly,€2.0912 hourly,€1.6694 hourly,€1.5546 hourly,€0.4279 hourly
E20as v5,E20as v5,160 GiB,20,0 GiB,€1.1742 hourly,€0.7928 hourly,€0.6928 hourly,€0.2392 hourly,€1.9627 hourly,€1.5813 hourly,€1.4813 hourly,€0.3998 hourly
E20as v6,E20as v6,160 GiB,20,0 GiB,€1.2359 hourly,€0.8404 hourly,€0.7292 hourly,€0.2284 hourly,€2.0244 hourly,€1.6289 hourly,€1.5177 hourly,€0.3741 hourly
E20a v4,E20a v4,160 GiB,20,500 GiB,€1.3027 hourly,€0.8809 hourly,€0.7661 hourly,€0.2665 hourly,€2.0912 hourly,€1.6694 hourly,€1.5546 hourly,€0.4279 hourly
E20ds v4,E20ds v4,160 GiB,20,750 GiB,€1.4827 hourly,€1.0157 hourly,€0.8748 hourly,€0.2974 hourly,€2.2712 hourly,€1.8042 hourly,€1.6633 hourly,€0.4556 hourly
E20ds v5,E20ds v5,160 GiB,20,750 GiB,€1.4827 hourly,€1.0157 hourly,€0.8748 hourly,€0.2973 hourly,€2.2712 hourly,€1.8042 hourly,€1.6633 hourly,€0.4554 hourly
E20ds v6,E20ds v6,160 GiB,20,1100 GiB,€1.691 hourly,€1.1499 hourly,€1.0482 hourly,€0.3125 hourly,€2.4795 hourly,€1.9384 hourly,€1.8367 hourly,€0.4582 hourly
E20d v4,E20d v4,160 GiB,20,750 GiB,€1.4827 hourly,€1.0157 hourly,€0.8748 hourly,€0.2974 hourly,€2.2712 hourly,€1.8042 hourly,€1.6633 hourly,€0.4556 hourly
E20d v5,E20d v5,160 GiB,20,750 GiB,€1.4827 hourly,€1.0157 hourly,€0.8748 hourly,€0.2973 hourly,€2.2712 hourly,€1.8042 hourly,€1.6633 hourly,€0.4554 hourly
Standard E20pds v5,E20pds v5,160 GiB,20,750 GiB,€1.1827 hourly,€0.8063 hourly,€0.6978 hourly,€0.4723 hourly,unavailable,unavailable,unavailable,unavailable
Standard E20ps v5,E20ps v5,160 GiB,20,0 GiB,€1.0422 hourly,€0.7014 hourly,€0.6149 hourly,€0.4161 hourly,unavailable,unavailable,unavailable,unavailable
E20s v3,E20s v3,160 GiB,20,320 GiB,€1.3713 hourly,€1.0422 hourly,€0.7658 hourly,€0.2796 hourly,€2.1598 hourly,€1.8307 hourly,€1.5543 hourly,€0.4404 hourly
E20s v4,E20s v4,160 GiB,20,0 GiB,€1.3027 hourly,€0.8809 hourly,€0.7686 hourly,€0.2612 hourly,€2.0912 hourly,€1.6694 hourly,€1.5571 hourly,€0.4193 hourly
E20s v5,E20s v5,160 GiB,20,0 GiB,€1.3027 hourly,€0.8809 hourly,€0.7556 hourly,€0.2612 hourly,€2.0912 hourly,€1.6694 hourly,€1.5441 hourly,€0.4193 hourly
E20s v6,E20s v6,160 GiB,20,0 GiB,€1.3679 hourly,€0.9301 hourly,€0.8481 hourly,€0.2528 hourly,€2.1564 hourly,€1.7186 hourly,€1.6366 hourly,€0.3985 hourly
E20 v3,E20 v3,160 GiB,20,600 GiB,€1.3713 hourly,€1.0422 hourly,€0.7658 hourly,€0.2796 hourly,€2.1598 hourly,€1.8307 hourly,€1.5543 hourly,€0.4404 hourly
E20 v4,E20 v4,160 GiB,20,0 GiB,€1.3027 hourly,€0.8809 hourly,€0.7686 hourly,€0.2612 hourly,€2.0912 hourly,€1.6694 hourly,€1.5571 hourly,€0.4193 hourly
E20 v5,E20 v5,160 GiB,20,0 GiB,€1.3027 hourly,€0.8809 hourly,€0.7556 hourly,€0.2612 hourly,€2.0912 hourly,€1.6694 hourly,€1.5441 hourly,€0.4193 hourly
E2ads v5,E2ads v5,16 GiB,2,75 GiB,€0.1354 hourly,€0.0924 hourly,€0.0799 hourly,€0.0276 hourly,€0.2143 hourly,€0.1713 hourly,€0.1588 hourly,€0.0436 hourly
E2ads v6,E2ads v6,16 GiB,2,75 GiB,€0.15 hourly,€0.102 hourly,€0.0887 hourly,€0.0277 hourly,€0.2288 hourly,€0.1808 hourly,€0.1676 hourly,€0.0423 hourly
E2ads v7,E2ads v7,16 GiB,2,110 GiB,€0.15 hourly,€0.102 hourly,€0.0887 hourly,€0.0277 hourly,€0.15 hourly,€0.1808 hourly,€0.1676 hourly,€0.0277 hourly
E2as v4,E2as v4,16 GiB,2,32 GiB,€0.1303 hourly,€0.0881 hourly,€0.0766 hourly,€0.0267 hourly,€0.2091 hourly,€0.1669 hourly,€0.1555 hourly,€0.0428 hourly
